question,answer,faithfulness,answer_relevancy,context_relevancy,context_recall,context_precision
Tình huống: Trần Thị B bị cáo buộc đã lừa đảo một số người bằng cách hứa hẹn một lợi nhuận cao từ một dự án đầu tư giả mạo. Câu hỏi: Trần Thị B có thể bị truy tố vì tội lừa đảo chiếm đoạt tài sản như thế nào?,"Trần Thị B có thể bị truy tố về tội lừa đảo chiếm đoạt tài sản theo Điều 16.1.LQ.174 Bộ luật Hình sự, tùy thuộc vào số tiền chiếm đoạt và các tình tiết định tội khác như có tổ chức, tính chất chuyên nghiệp, thủ đoạn xảo quyệt, v.v.  Mức độ xử phạt sẽ phụ thuộc vào số tiền bị chiếm đoạt và các tình tiết tăng nặng hoặc giảm nhẹ.",0.8914909,0.8566935,0.6465722,0.935064935064935,0.037578288100208766
"Tình huống: Lê Văn C, một cựu quan chức chính phủ, bị cáo buộc đã nhận hối lộ để ưu ái một công ty xây dựng trong việc trúng thầu một dự án công cộng. Câu hỏi: Lê Văn C có thể bị truy tố vì tội nhận hối lộ như thế nào?","Lê Văn C có thể bị truy tố về tội nhận hối lộ nếu việc điều tra chứng minh ông ta đã nhận hối lộ để ưu ái công ty xây dựng trong việc trúng thầu dự án công cộng, đặc biệt nếu số tiền hối lộ gây thiệt hại về tài sản 5.000.000.000 đồng trở lên.  Ông ta có thể bị phạt tù, cấm đảm nhiệm chức vụ nhất định, phạt tiền và tịch thu tài sản.",0.7515968,0.8771958,0.6945096,0.9873417721518988,0.05931558935361217
"Tình huống: Anh A và chị B đã kết hôn và có một ngôi nhà. Sau khi ly hôn, anh A muốn giữ ngôi nhà. Câu hỏi: Theo luật pháp Việt Nam, anh A có quyền giữ ngôi nhà sau khi ly hôn không?","Tùy thuộc vào quyền sở hữu của ngôi nhà.  Nếu ngôi nhà thuộc sở hữu riêng của anh A, anh ấy có quyền giữ lại sau ly hôn.  Nếu ngôi nhà là tài sản chung, việc phân chia sẽ dựa trên thỏa thuận của hai người hoặc phán quyết của tòa án.",0.79629326,0.78142047,0.6851342,0.8852459016393442,0.08450704225352113
"Tình huống: Chị C kết hôn với anh D. Sau khi kết hôn, chị C phát hiện ra rằng anh D đã giấu việc mình có con từ một mối quan hệ trước đó. Câu hỏi: Chị C có quyền yêu cầu ly hôn vì lý do này không?",Chị C có quyền yêu cầu ly hôn.  Việc anh D giấu giếm việc có con trước khi kết hôn không phải là căn cứ pháp lý trực tiếp để buộc hủy hôn nhưng là một trong những căn cứ để chị C yêu cầu ly hôn theo quy định của Luật Hôn nhân và Gia đình.,0.7408122,0.865657,0.6725737,0.971830985915493,0.03620146904512067
"Tình huống: Anh E và chị F đã kết hôn. Anh E muốn di chuyển đến một quốc gia khác để làm việc, nhưng chị F không muốn đi. Câu hỏi: Nếu chị F không đồng ý di chuyển, liệu điều này có thể được xem là lý do hợp lệ để ly hôn không?",Không.  Luật Hôn nhân và Gia đình Việt Nam không quy định việc một bên không đồng ý chuyển nơi cư trú là lý do để ly hôn.,0.7747052,0.7953918,0.7040859,0.8026315789473685,0.032707774798927614
"Tình huống: Anh Trung là công dân Việt Nam, hiện đang sinh sống và làm việc tại Mỹ. Anh muốn đăng ký kết hôn với một công dân Mỹ. Câu hỏi: Anh Trung cần làm những thủ tục hộ tịch nào để đăng ký kết hôn với một công dân Mỹ?",Anh Trung cần liên hệ với Ủy ban nhân dân cấp huyện nơi anh cư trú tại Việt Nam hoặc Ủy ban nhân dân cấp huyện nơi người vợ tương lai cư trú tại Việt Nam (nếu người vợ tương lai cư trú tại Việt Nam) để làm thủ tục đăng ký kết hôn.,0.70546377,0.7493739,0.7399119,0.8765432098765432,0.09161290322580645
"Tình huống: Chị Lan, một công dân Việt Nam, vừa sinh một đứa trẻ tại Canada khi đang du học. Câu hỏi: Chị Lan cần làm gì để đăng ký quốc tịch Việt Nam cho con mình?","Chị Lan cần làm theo quy định tại Điều 15.6.LQ.16 và Điều 15.3.TT.2.7:  Do con chị Lan sinh ra ở nước ngoài, có mẹ là công dân Việt Nam, chị cần thực hiện thủ tục đăng ký khai sinh tại Việt Nam theo Điều 29 Nghị định số 123/2015/NĐ-CP.  Cần chuẩn bị giấy tờ chứng minh con nhập cảnh hợp pháp và cư trú tại Việt Nam, đồng thời thực hiện thỏa thuận bằng văn bản với cha của trẻ về việc chọn quốc tịch Việt Nam cho con.  Nếu không có thỏa thuận, con chị Lan vẫn được cấp quốc tịch Việt Nam.",0.8787369,0.8619849,0.77035844,0.9074074074074074,0.04121110176619008
"Tình huống: Anh Tùng, một công dân Việt Nam, vừa nhận được quyết định nhận nuôi một đứa trẻ từ một tổ chức từ thiện ở Anh. Câu hỏi: Anh Tùng cần thực hiện những thủ tục hộ tịch nào để đưa đứa trẻ về Việt Nam?",Anh Tùng cần thực hiện thủ tục ghi chú việc nuôi con nuôi tại Sở Tư pháp và Ủy ban nhân dân cấp xã nơi anh thường trú theo Điều 15.5.LQ.40.,0.80427563,0.7853043,0.678831,0.9444444444444444,0.0753045404208195
"Tình huống: Anh Trung muốn xin việc tại một công ty nhưng anh ta có một tiền án về tội gian lận tài chính từ 5 năm trước. Câu hỏi: Liệu anh Trung có cần phải thông báo về tiền án của mình khi nộp hồ sơ xin việc không? Nếu không, điều gì sẽ xảy ra nếu công ty phát hiện ra sau này?","Bộ luật Lao động Việt Nam không quy định bắt buộc người xin việc phải tự khai báo tiền án. Tuy nhiên, nếu công ty phát hiện sau này, tùy thuộc vào chính sách của công ty và mức độ nghiêm trọng của tiền án, anh Trung có thể bị từ chối tuyển dụng hoặc thậm chí bị chấm dứt hợp đồng lao động nếu đã được tuyển dụng.",0.771294,0.7999178,0.73745924,0.8932038834951457,0.046464646464646465
"Tình huống: Chị Hương muốn tham gia vào một tổ chức từ thiện nhưng chị ấy đã từng bị kết án vì tội lừa đảo từ 10 năm trước. Câu hỏi: Liệu chị Hương có thể được chấp nhận vào tổ chức từ thiện không, và liệu chị ấy có cần phải tiết lộ về quá khứ phạm tội của mình không?","Việc chị Hương có được chấp nhận vào tổ chức từ thiện hay không và có cần tiết lộ quá khứ phạm tội hay không phụ thuộc vào quy định của tổ chức từ thiện đó.  Không có quy định pháp luật nào bắt buộc tiết lộ thông tin này, nhưng việc trung thực về quá khứ có thể ảnh hưởng đến quyết định của tổ chức.",0.8777338,0.8992369,0.8047584,0.968421052631579,0.050466264399341744
"Tình huống: Anh Tú muốn làm giáo viên nhưng anh ta có một tiền sự về tội hành hung từ 7 năm trước. Câu hỏi: Liệu anh Tú có thể trở thành giáo viên không, và liệu anh ấy có cần phải tiết lộ về tiền sự của mình khi nộp hồ sơ xin việc không?","Thông tin cung cấp không đủ để xác định anh Tú có thể trở thành giáo viên hay không và có cần tiết lộ tiền sự hay không.  Luật pháp Việt Nam không nêu rõ việc có tiền sự sẽ tự động loại trừ khả năng làm giáo viên.  Tuy nhiên, việc tiết lộ tiền sự khi nộp hồ sơ xin việc là tùy thuộc vào quy định của nhà trường và cơ quan tuyển dụng.",0.8797973,0.79312944,0.606458,0.8837209302325582,0.04831532104259377
"Tình huống: Bạn là một giáo viên phổ thông và bạn nhận thấy một học sinh trong lớp của mình có dấu hiệu bị bạo hành gia đình. Bạn không chắc chắn về quyền và nghĩa vụ của mình trong tình huống này.Câu hỏi: Theo pháp luật Việt Nam, giáo viên có quyền và nghĩa vụ gì khi phát hiện học sinh bị bạo hành gia đình?","Theo pháp luật Việt Nam, giáo viên có nghĩa vụ báo cáo cơ quan chức năng (công an, chính quyền địa phương hoặc các cơ sở bảo trợ xã hội) khi phát hiện học sinh có dấu hiệu bị bạo hành gia đình.  Giáo viên cũng có quyền can thiệp để bảo vệ học sinh, cụ thể là thông báo cho phụ huynh hoặc người giám hộ để tìm kiếm sự hỗ trợ cần thiết cho học sinh.",0.89131725,0.8630924,0.7538525,0.9642857142857143,0.07427785419532325
"Tình huống: Bạn là một công dân bình thường và bạn chứng kiến một vụ tai nạn giao thông nhưng không biết nên làm gì.Câu hỏi: Theo quy định của pháp luật, những hành động nào là cần thiết và phù hợp khi chứng kiến một vụ tai nạn giao thông?","Theo Điều 14.2.TT.58.16, khi chứng kiến tai nạn giao thông, cần bảo vệ hiện trường, giúp đỡ người bị nạn, báo tin cho cơ quan công an, y tế hoặc Ủy ban nhân dân gần nhất, bảo vệ tài sản của nạn nhân và cung cấp thông tin xác thực cho cơ quan có thẩm quyền khi được yêu cầu.  Bạn cũng nên thông báo cho cảnh sát giao thông gần nhất về vụ tai nạn.",0.86912394,0.8372115,0.7500962,0.9885057471264368,0.04381049414161997
Tình huống: Bạn là một doanh nghiệp nhỏ và muốn mở rộng kinh doanh của mình nhưng không rõ về các quy định pháp luật liên quan.Câu hỏi: Những điều lệ pháp luật nào mà các doanh nghiệp nhỏ cần biết khi mở rộng kinh doanh của họ?,"Doanh nghiệp nhỏ cần biết Điều 12.1.LQ.27 về điều kiện cấp Giấy chứng nhận đăng ký doanh nghiệp (ngành nghề không bị cấm, tên doanh nghiệp đúng quy định, hồ sơ hợp lệ, nộp đủ lệ phí), Điều 12.1.NĐ.10.7 về ghi ngành nghề kinh doanh (lựa chọn ngành kinh tế cấp bốn, tuân thủ quy định về ngành nghề có điều kiện), và Điều 12.1.NĐ.10.5 về quyền và nghĩa vụ đăng ký doanh nghiệp (thực hiện đầy đủ nghĩa vụ đăng ký, công khai thông tin).  Điều 12.1.LQ.16 liệt kê các hành vi bị nghiêm cấm, cần tránh để tránh vi phạm pháp luật.",0.83130133,0.68986714,0.6722709,0.935064935064935,0.04758757435558493
"Tình huống: Anh Bình, người Việt Nam, đã kết hôn với một phụ nữ người Mỹ và hiện đang sống tại Mỹ. Anh muốn xin quốc tịch Mỹ nhưng không muốn từ bỏ quốc tịch Việt Nam. Câu hỏi: Anh Bình có thể giữ cả hai quốc tịch không? Nếu có, anh cần làm gì để đạt được điều này?","Điều 15.6.LQ.9 quy định việc kết hôn với người nước ngoài không làm thay đổi quốc tịch Việt Nam của anh Bình.  Anh Bình có thể giữ cả quốc tịch Việt Nam và quốc tịch Mỹ, nhưng thủ tục cụ thể để xin quốc tịch Mỹ phụ thuộc vào luật pháp Hoa Kỳ.",0.8326733,0.87467015,0.7926661,0.9230769230769231,0.10566037735849057
"Tình huống: Chị Hương, người Việt Nam, đã di cư đến Canada và trở thành công dân Canada. Chị muốn con gái mình, sinh ra tại Canada, có quốc tịch Việt Nam. Câu hỏi: Con gái của chị Hương có thể có quốc tịch Việt Nam không? Nếu có, quy trình để đăng ký quốc tịch Việt Nam cho con gái của chị Hương là gì?","Theo Điều 15.6.LQ.16, con gái chị Hương có thể có quốc tịch Việt Nam nếu chị Hương và chồng chị (nếu có) có thỏa thuận bằng văn bản về việc con có quốc tịch Việt Nam vào thời điểm đăng ký khai sinh.  Quy trình cụ thể cần tham khảo các văn bản hướng dẫn của cơ quan chức năng có thẩm quyền.",0.84319055,0.82252145,0.7052443,0.9166666666666666,0.10401891252955082
"Tình huống: Anh Tuấn, người Việt Nam, đã mất hộ chiếu của mình trong một chuyến du lịch tại Úc. Anh không có bất kỳ giấy tờ tùy thân nào khác. Câu hỏi: Anh Tuấn nên làm gì để xác minh quốc tịch của mình và lấy lại hộ chiếu? Quy trình cụ thể là gì?","Anh Tuấn cần liên hệ với Cơ quan Đại diện ngoại giao, Cơ quan Lãnh sự của Việt Nam tại Úc.  Theo Điều 23.8.QĐ.1.3,  căn cứ vào giấy tờ tùy thân do chính quyền Úc cấp và tham khảo giấy tờ từ cộng đồng người Việt tại Úc, cơ quan này sẽ xem xét và cấp hộ chiếu cho anh sau khi trao đổi với cơ quan chức năng trong nước,  do anh không thể xác minh nhân thân tại nguyên quán.",0.80230254,0.8095201,0.739645,0.9204545454545454,0.053289473684210525
Tình huống: Một luật sư mới tốt nghiệp và muốn tham gia vào một văn phòng luật sư. Anh ấy không biết về các quy định liên quan đến việc đăng ký và quản lý luật sư. Câu hỏi: Luật sư mới tốt nghiệp cần thực hiện những bước nào để trở thành một thành viên hợp pháp của một văn phòng luật sư?,"Luật sư mới tốt nghiệp cần đáp ứng các điều kiện quy định tại Luật Luật sư, sau đó đăng ký hoạt động theo quy định của Luật này (Điều 4.4.LQ.92a, khoản 2).  Việc gia nhập Đoàn Luật sư được thực hiện theo quy định tại Điều 20 của Luật Luật sư (Điều 4.4.LQ.61, mục 6) và tuân thủ các quy định về hành nghề tại Điều 4.4.LQ.1.  Thông tin chi tiết về đăng ký hoạt động của tổ chức hành nghề luật sư (ví dụ: văn phòng luật sư) có trong Điều 4.4.NĐ.1.6.",0.8151505,0.81064963,0.81589717,0.9716981132075472,0.07123098201936376
"Tình huống: Một luật sư đã vi phạm quy định về đạo đức nghề nghiệp khi thực hiện công việc của mình. Câu hỏi: Trong trường hợp một luật sư vi phạm quy định về đạo đức nghề nghiệp, hậu quả pháp lý mà luật sư đó phải đối mặt là gì?","Luật sư có thể bị khiển trách, cảnh cáo, tạm đình chỉ tư cách thành viên Đoàn luật sư từ 6 đến 24 tháng hoặc bị xóa tên khỏi danh sách luật sư của Đoàn luật sư.  Ngoài ra, tùy thuộc vào mức độ vi phạm, luật sư có thể bị phạt tiền từ 10.000.000 đồng đến 40.000.000 đồng theo Điều 39.13.TT.70.6.",0.79548675,0.7925301,0.71968895,0.9866666666666667,0.03789042498719918
Tình huống: Một luật sư muốn nghỉ hưu sau nhiều năm làm việc trong nghề. Câu hỏi: Quy trình pháp lý để một luật sư nghỉ hưu như thế nào? Có những quy định nào liên quan đến việc này?,"Quy trình nghỉ hưu của luật sư tuân theo quy định chung về tuổi nghỉ hưu của người lao động tại Điều 20.2.LQ.169 Bộ luật Lao động.  Tuổi nghỉ hưu được điều chỉnh theo lộ trình, và luật sư có thể được nghỉ hưu sớm hơn hoặc muộn hơn nếu đáp ứng điều kiện tại Điều 20.2.NĐ.2.5 hoặc Điều 20.2.NĐ.2.6 Nghị định 135/2020/NĐ-CP.  Việc xác định thời điểm nghỉ hưu cụ thể được quy định tại Điều 28.7.NĐ.6.74.",0.90475863,0.73449624,0.6803732,0.967741935483871,0.029411764705882353
"Tình huống: Anh A đã mua một mảnh đất từ anh B nhưng sau khi giao dịch, anh B từ chối chuyển quyền sở hữu. Anh A đã kiện anh B và tòa án đã ra phán quyết cho anh A. Tuy nhiên, anh B vẫn từ chối tuân theo phán quyết. Câu hỏi: Trong trường hợp này, quy trình thi hành án dân sự sẽ diễn ra như thế nào?","Theo Điều 30.2.LQ.113,  Chấp hành viên sẽ tiến hành kê biên tài sản của anh B để đảm bảo thi hành án.  Nếu anh B vẫn từ chối chuyển quyền sở hữu mảnh đất, Chấp hành viên sẽ xử lý quyền sử dụng đất cùng với các tài sản khác của anh B để bảo đảm quyền lợi hợp pháp của anh A.",0.81015104,0.7834843,0.6990844,0.8979591836734694,0.04648705758055996
"Tình huống: Chị C đã cho vay một số tiền lớn cho chị D. Chị D đã không trả nợ và chị C đã đưa vụ việc ra tòa. Tòa án đã ra phán quyết yêu cầu chị D trả nợ cho chị C. Tuy nhiên, chị D đã kháng cáo và vụ việc đang được xem xét lại. Câu hỏi: Trong thời gian chờ đợi kết quả của việc xem xét lại, liệu có thể tiến hành thi hành án dân sự không?",Không thể tiến hành thi hành án dân sự trong thời gian chờ đợi kết quả kháng cáo.,0.64053977,0.7678974,0.82714564,0.9464285714285714,0.08024224072672217
"Tình huống: Ông E đã mất và để lại di chúc cho con trai là ông F. Tuy nhiên, ông G - anh trai của ông F, đã không đồng ý với di chúc và đã kiện ông F. Tòa án đã xác nhận di chúc là hợp lệ và ông F là người thừa kế hợp pháp. Câu hỏi: Trong trường hợp này, liệu ông G có thể ngăn cản việc thi hành án dân sự không và nếu có, ông ta cần làm gì?",Ông G không thể ngăn cản việc thi hành án dân sự vì Tòa án đã xác nhận di chúc hợp lệ và ông F là người thừa kế hợp pháp.  Ông G có thể kháng án theo quy định của pháp luật tố tụng dân sự nếu có căn cứ pháp lý.,0.86589885,0.85320926,0.7591182,0.8947368421052632,0.08205953338696702
"Tình huống: Bạn là một nhà đầu tư muốn mua một lô đất tại một khu vực đang phát triển. Tuy nhiên, bạn phát hiện ra rằng quyền sở hữu của lô đất đang bị tranh chấp. Câu hỏi: Theo luật pháp Việt Nam, bạn nên làm gì trước khi tiến hành mua lô đất này?","Trường hợp quyền sở hữu lô đất đang bị tranh chấp, trước khi mua, bạn nên tìm hiểu kỹ nguồn gốc tranh chấp, xác minh tính hợp pháp của quyền sở hữu và  tham khảo ý kiến luật sư để được tư vấn pháp lý đầy đủ trước khi tiến hành giao dịch.",0.85383236,0.83181334,0.72052854,0.9090909090909091,0.04024144869215292
Tình huống: Bạn là một doanh nghiệp nhỏ và bạn muốn mở rộng hoạt động kinh doanh của mình ra nước ngoài. Câu hỏi: Những yếu tố pháp lý nào bạn cần xem xét khi mở rộng hoạt động kinh doanh ra nước ngoài theo luật pháp Việt Nam?,"Khi mở rộng hoạt động kinh doanh ra nước ngoài, cần xem xét các quy định của pháp luật Việt Nam liên quan đến đầu tư nước ngoài, cụ thể là các điều kiện thành lập doanh nghiệp tại nước ngoài, thủ tục cấp phép kinh doanh và các quy định về ngành nghề kinh doanh tại nước sở tại.  Cần nghiên cứu kỹ các điều ước quốc tế mà Việt Nam là thành viên để đảm bảo tuân thủ các cam kết mở cửa thị trường.",0.75610054,0.7965759,0.65358186,0.9230769230769231,0.03409090909090909
"Tình huống: Bạn là một nhà sản xuất và bạn muốn bảo vệ một sản phẩm mới của mình khỏi việc sao chép trái phép. Câu hỏi: Theo luật sở hữu trí tuệ Việt Nam, bạn cần làm gì để bảo vệ sản phẩm mới của mình?","Để bảo vệ sản phẩm mới, bạn cần đăng ký bảo hộ sở hữu trí tuệ phù hợp, ví dụ như sáng chế, kiểu dáng công nghiệp, hoặc nhãn hiệu, tùy thuộc vào đặc điểm của sản phẩm.",0.7677455,0.83447033,0.75132096,0.975,0.04227642276422764
Tình huống: Bạn là một cán bộ an ninh quốc phòng và phát hiện một người dân đang chụp ảnh cơ sở quân sự mà không có giấy phép. Hành vi này vi phạm điều nào trong luật An ninh quốc phòng Việt Nam?,"Hành vi chụp ảnh cơ sở quân sự không có giấy phép vi phạm Điều 39.13 Nghị định 15/26/NĐ-CP về bảo vệ bí mật công trình quốc phòng và khu quân sự (tùy thuộc vào khu vực chụp ảnh là khu vực cấm, khu vực bảo vệ hay vành đai an toàn để xác định mức phạt cụ thể) và Điều 25.3 Luật số 6 về các hành vi bị nghiêm cấm liên quan đến tiết lộ bí mật nhà nước.",0.83943903,0.7526723,0.66144097,0.9714285714285714,0.04899135446685879
Tình huống: Một người bạn của bạn bị mất ví trong một quán cà phê và nghi ngờ rằng nó đã bị đánh cắp. Bạn nên khuyên bạn của bạn nên làm gì tiếp theo để đảm bảo trật tự và an toàn xã hội?,Tôi không thể đưa ra lời khuyên pháp lý.  Tôi chỉ có thể cung cấp thông tin từ cơ sở dữ liệu luật pháp đã được cung cấp.  Tình huống bạn mô tả không được đề cập trong các điều luật đã cho.,0.68133193,0.7693349,0.6509763,0.9411764705882353,0.04169381107491857
"Tình huống: Trong một cuộc biểu tình hòa bình, một số người biểu tình đã ném đá vào cảnh sát. Hành vi này có vi phạm pháp luật Việt Nam không và hậu quả pháp lý có thể là gì?","Hành vi ném đá vào cảnh sát trong cuộc biểu tình hòa bình vi phạm pháp luật Việt Nam.  Cụ thể, hành vi này có thể cấu thành tội phạm theo Điều 39.13.TT.70.6 (điểm e: Đổ, ném…vật khác vào…người…cảnh sát là người khác) và có thể bị phạt tiền từ 5.000.000 đồng đến 8.000.000 đồng hoặc bị truy cứu trách nhiệm hình sự tùy thuộc vào mức độ gây thương tích.",0.9137604,0.8579133,0.6894926,0.9841269841269841,0.030799801291604572
"Tình huống: Bạn là một cán bộ của Bộ Ngoại giao và được giao nhiệm vụ thảo luận với đại diện của một quốc gia khác về việc ký kết một hiệp định song phương. Trong quá trình thảo luận, bạn nhận ra rằng một số điều khoản trong hiệp định có thể vi phạm Hiến pháp của Việt Nam.Câu hỏi: Bạn sẽ xử lý tình huống này như thế nào theo quy định của pháp luật Việt Nam?",Tôi sẽ báo cáo vấn đề với cấp trên và xin ý kiến chỉ đạo của Bộ Ngoại giao.  Việc ký kết hiệp định phải tuân thủ Hiến pháp Việt Nam.,0.7362302,0.7262596,0.7235192,0.9448818897637795,0.05698005698005698
"Tình huống: Bạn là một cư dân tại một tỉnh ở Việt Nam và bạn nhận thấy rằng có một số quyết định của Chính phủ tỉnh địa phương có vẻ không tuân thủ đúng các quy định của pháp luật.Câu hỏi: Là một công dân, bạn có quyền gì và nên làm gì trong tình huống này?","Là công dân, bạn có quyền khiếu nại hoặc tố cáo những quyết định của chính quyền tỉnh mà bạn cho là trái pháp luật lên các cơ quan có thẩm quyền.  Bạn nên thu thập chứng cứ và trình bày bằng văn bản gửi đến các cơ quan như Thanh tra Chính phủ, hoặc các cơ quan chức năng có thẩm quyền khác.",0.84734875,0.8667499,0.7715049,0.9263157894736842,0.12273361227336123
"Tình huống: Bạn là một nhà báo đang viết một bài báo về việc Chính phủ Việt Nam đang cố gắng cải cách hệ thống tư pháp. Trong quá trình nghiên cứu, bạn nhận ra rằng có một số khía cạnh của hệ thống tư pháp hiện tại có thể cần được cải thiện.Câu hỏi: Theo quan điểm của bạn, những khía cạnh nào của hệ thống tư pháp Việt Nam cần được cải thiện và tại sao?","Tôi không thể đưa ra quan điểm cá nhân về những khía cạnh cần cải thiện của hệ thống tư pháp Việt Nam.  Tuy nhiên, dựa trên các điều luật được cung cấp, có thể thấy việc phối hợp giữa các cơ quan trong hoạt động tương trợ tư pháp và hiệu chỉnh thông tin lý lịch tư pháp cần được tăng cường để đảm bảo tính chính xác và hiệu quả.  Cụ thể, việc báo cáo và theo dõi thực hiện tương trợ tư pháp (Điều 40.1.LQ.62, Điều 40.1.NĐ.1.7) và  hiệu chỉnh thông tin lý lịch tư pháp (Điều 15.4.TT.2.19)  còn thiếu sự đồng bộ và minh bạch.",0.8565692,0.8052207,0.76151526,0.9538461538461539,0.10385259631490787
Tình huống: Công ty ABC muốn mở rộng hoạt động kinh doanh của mình ra nước ngoài. Họ muốn biết về các quy định pháp luật liên quan.Câu hỏi: Công ty ABC cần tuân thủ những quy định pháp luật nào khi mở rộng hoạt động kinh doanh ra nước ngoài?,"Công ty ABC cần tuân thủ Luật Đầu tư, Luật Doanh nghiệp, và các điều ước quốc tế liên quan mà Việt Nam là thành viên khi mở rộng hoạt động kinh doanh ra nước ngoài.  Việc tuân thủ cụ thể còn phụ thuộc vào loại hình hoạt động kinh doanh và quốc gia mà công ty muốn mở rộng.",0.8186194,0.92804974,0.72797966,0.8765432098765432,0.056483691328560064
Tình huống: Công ty XYZ vừa bị phát hiện có vi phạm về quy định bảo vệ môi trường trong quá trình sản xuất.Câu hỏi: Những hậu quả pháp lý nào mà công ty XYZ có thể phải đối mặt khi vi phạm quy định bảo vệ môi trường?,"Công ty XYZ có thể bị phạt tiền từ 3.000.000 đồng đến 30.000.000 đồng tùy thuộc vào mức độ vi phạm,  bị buộc phải thực hiện các biện pháp khắc phục tình trạng ô nhiễm môi trường và báo cáo kết quả, cũng như các biện pháp khắc phục hậu quả khác như buộc phá dỡ công trình, tái xuất hoặc tiêu hủy tài sản liên quan.",0.7906509,0.8532059,0.66319096,0.9210526315789473,0.024902170046246886
Tình huống: Công ty DEF muốn thay đổi tên công ty và loại hình kinh doanh.Câu hỏi: Công ty DEF cần thực hiện những thủ tục pháp lý nào khi muốn thay đổi tên công ty và loại hình kinh doanh?,"Công ty DEF cần thực hiện thủ tục thay đổi nội dung đăng ký doanh nghiệp theo Điều 12.1.LQ.31, bao gồm thông báo thay đổi tên và loại hình kinh doanh đến Cơ quan đăng ký kinh doanh trong thời hạn 10 ngày kể từ ngày thay đổi.  Nếu việc thay đổi tên và loại hình doanh nghiệp liên quan đến việc chuyển đổi loại hình doanh nghiệp như quy định tại Điều 33.3.TT.116.5, công ty có thể được miễn lệ phí trước bạ.",0.80678314,0.7834331,0.70810634,0.9230769230769231,0.02388535031847134
"Tình huống: Anh Bình, công dân Việt Nam, đã sống tại Mỹ trong vòng 5 năm qua và muốn đăng ký thường trú tại đó. Anh ấy cần làm gì để đăng ký thường trú tại Mỹ theo luật pháp Việt Nam?",Điều luật pháp luật Việt Nam không quy định thủ tục đăng ký thường trú tại Mỹ.  Câu hỏi nằm ngoài phạm vi điều luật được cung cấp.,0.8069505,0.71590084,0.6861439,0.9322033898305084,0.03516624040920716
"Tình huống: Chị Hương, người Việt Nam, vừa mua một căn hộ tại Hà Nội. Chị ấy muốn đăng ký nơi cư trú mới của mình. Chị ấy cần làm những gì để đăng ký nơi cư trú mới theo quy định của pháp luật Việt Nam?","Chị Hương cần làm thủ tục thay đổi nơi đăng ký thường trú tại cơ quan có thẩm quyền trong thời hạn 12 tháng kể từ khi chuyển đến chỗ ở mới tại Hà Nội (Điều 39.3.LQ.23).  Cụ thể, chị cần chuẩn bị hồ sơ theo quy định của pháp luật để được cấp đăng ký thường trú mới.",0.7994989,0.86090004,0.68297315,0.9285714285714286,0.042567125081859856
"Tình huống: Anh Tuấn, người Việt Nam, đang sống tại Nhật Bản với visa du học. Anh ấy muốn gia hạn visa của mình. Anh ấy cần làm gì để gia hạn visa du học tại Nhật Bản theo quy định của pháp luật Việt Nam?","Theo Điều 13.1 Nghị định 19/9/2019, anh Tuấn cần gửi hồ sơ đề nghị gia hạn thời gian học tập tới cơ quan cử đi học tại Việt Nam.  Hồ sơ gồm đơn đề nghị (nêu rõ lý do, thời gian, nguồn kinh phí), bản sao văn bản đồng ý của trường Nhật Bản, và ý kiến đồng ý của cơ quan quản lý (nếu có).",0.7657949,0.78133583,0.6960349,0.8591549295774648,0.04674329501915709
"Tình huống: Bạn là một doanh nghiệp nhỏ muốn xuất khẩu hàng hóa sang một quốc gia khác. Tuy nhiên, bạn không rõ về các quy định về thuế xuất khẩu.Câu hỏi: Theo luật pháp, doanh nghiệp cần tuân thủ những quy định gì về thuế xuất khẩu khi xuất khẩu hàng hóa?","Doanh nghiệp cần tuân thủ các quy định về đối tượng chịu thuế xuất khẩu theo Điều 33.13 của các văn bản pháp luật liên quan (ví dụ: Nghị định 3.2, Luật 2, Nghị định 13.2, Nghị định 12.2), bao gồm nhưng không giới hạn ở việc kê khai và nộp thuế đối với hàng hóa xuất khẩu qua cửa khẩu, biên giới Việt Nam và các trường hợp khác được quy định cụ thể trong từng văn bản.  Việc tuân thủ chính xác các điều khoản này là cần thiết để tránh vi phạm pháp luật.",0.8580452,0.814313,0.7788127,0.9080459770114943,0.09587378640776699
Tình huống: Bạn là một nhà sản xuất và muốn bảo vệ thương hiệu của mình khỏi việc sao chép trái phép.Câu hỏi: Làm thế nào để đăng ký và bảo vệ thương hiệu của mình theo quy định của pháp luật?,"Để đăng ký và bảo vệ thương hiệu, bạn cần làm theo quy trình đăng ký nhãn hiệu tại Cục Sở hữu trí tuệ Việt Nam theo quy định của Luật Sở hữu trí tuệ và các văn bản hướng dẫn thi hành.  Thông tin chi tiết về thủ tục đăng ký và bảo hộ nhãn hiệu có thể được tìm thấy trên website của Cục Sở hữu trí tuệ.",0.8564105,0.83432347,0.73200583,0.971830985915493,0.02640642939150402
